time,NASDAQ_return,month,year,wealth_NASDAQ,Winning_Portfolio_Return,wealth_winner
2000-01-01,0.9989035109414173,1,2000,99.89035109414172,1.036317224496417,103.6317224496417
2000-02-01,1.0804842447746534,2,2000,107.9299505622287,1.0846937815506976,112.40868491251416
2000-03-01,0.9522771943484865,3,2000,102.77923050756999,1.006257486736127,113.11208076737971
2000-04-01,0.9313524385752864,4,2000,95.72368696811678,0.9331120294109562,105.54624323574566
2000-05-01,0.9365849781866805,5,2000,89.65336727098229,0.9565826171683731,100.96370158673929
2000-06-01,1.0611062328475542,6,2000,95.13174680701023,1.0782027620445878,108.85934191706781
2000-07-01,0.9741424569984191,7,2000,92.67187357313246,1.0196573827533606,110.99923166741057
2000-08-01,1.061046981884701,8,2000,98.32921176037279,1.0863814725064587,120.58750874592702
2000-09-01,0.9581895678393022,9,2000,94.21802492265083,1.0667287191374704,128.63415874852123
2000-10-01,0.9435820044681762,10,2000,88.90243281354745,1.0382666241028224,133.55655374813372
2000-11-01,0.8989232164920234,11,2000,79.91646085872009,0.9657421610219644,128.9811948353688
2000-12-01,0.9926012902891832,12,2000,79.32518216371056,1.0920362056028265,140.852134602135
2001-01-01,1.1154181896926847,1,2001,88.48075108608847,1.018507293181181,143.45892635241188
2001-02-01,0.9190192442213099,2,2001,81.31551299127086,1.0467190648473883,150.16119323560693
2001-03-01,0.9607989798897469,3,2001,78.12786193122452,1.0096762677282962,151.61419314375507
2001-04-01,1.0769560181305224,4,2001,84.14027109050278,1.0396062787426938,157.61906713875527
2001-05-01,1.0567343075938498,5,2001,88.91391111158129,1.1058118540368205,174.29703286426104
2001-06-01,1.0187442391837873,6,2001,90.58053472822276,1.038426586664382,180.9946729029642
2001-07-01,0.9925233217503033,7,2001,89.90329321437436,1.0944182690113013,198.08387661872877
2001-08-01,0.9635084635691685,8,2001,86.6225839147903,0.9859017608619711,195.29124275677015
2001-09-01,0.8754551932222703,9,2001,75.83419093853506,0.9431318846781213,184.1853978423251
2001-10-01,1.0794441902612169,10,2001,81.85877683176147,1.0841073571236985,199.67674487562005
2001-11-01,1.065394626506889,11,2001,87.2119009689853,1.0658183792260456,212.81914459246596
2001-12-01,1.0484298991163696,12,2001,91.43556453466009,1.0525209849336017,223.99661567918886
2002-01-01,1.0073015562267327,1,2002,92.10318645023294,1.0121416367911042,226.71630122920217
2002-02-01,0.9617001650192122,2,2002,88.5756496079843,0.9919097528066261,224.8821103094905
2002-03-01,1.074838334978425,3,2002,95.20450374427821,1.0647258826664197,239.43780339515942
2002-04-01,1.0011055198787968,4,2002,95.3097542157185,1.056533154652064,252.97397776404847
2002-05-01,0.9816505666393315,5,2002,93.56087423211548,1.0877611270801135,275.1752591745609
2002-06-01,0.935715715575868,6,2002,87.54638038200773,0.9901092553715838,272.45357095800705
